timestep,average_reward
100,-4.2585316
200,-12.727125
300,-8.572284
400,-2.6584942
500,-2.0361512
600,-1.9813439
700,-2.6158488
800,-2.3535528
900,-2.0269396
1000,-2.307947
1100,-2.6588452
1200,-3.1403677
1300,-2.8718996
1400,-2.7456012
1500,-2.8516755
1600,-2.931803
1700,-2.8445685
1800,-2.0171888
1900,-2.1003194
2000,-2.480569
2100,-2.4205487
2200,-2.597351
2300,-2.4555268
2400,-2.2143981
2500,-2.3850822
2600,-2.229032
2700,-2.1632743
2800,-2.3872035
2900,-2.4030259
3000,-2.3271618
3100,-1.8059429
3200,-2.0484307
3300,-2.0395768
3400,-2.300697
3500,-1.9620519
3600,-2.2923467
3700,-1.8100873
3800,-2.2863832
3900,-2.045351
4000,-2.3114712
4100,-2.3237057
4200,-1.9981443
4300,-2.008877
4400,-2.5247893
4500,-2.4004388
4600,-2.3850887
4700,-2.398924
4800,-1.9559757
4900,-2.0340211
5000,-1.8883175
5100,-2.5991678
5200,-2.1488442
5300,-2.1311238
5400,-2.3602183
5500,-2.1805928
5600,-2.0135093
5700,-2.5933933
5800,-1.8821383
5900,-1.8259372
6000,-2.2413187
6100,-2.3108947
6200,-2.5062566
6300,-1.9028926
6400,-1.8150489
6500,-1.820014
6600,-1.7845823
6700,-2.2338572
6800,-1.8558818
6900,-1.8959439
7000,-2.2319896
7100,-1.7574235
7200,-2.285382
7300,-2.3949914
7400,-1.7918935
7500,-2.1966162
7600,-2.0836859
7700,-1.8937004
7800,-1.87696
7900,-2.1682258
8000,-2.5619955
8100,-2.4883852
8200,-1.7354803
8300,-2.3385458
8400,-1.9481276
8500,-2.4626033
8600,-2.2384384
8700,-2.32483
8800,-2.5785117
8900,-1.9574286
9000,-2.0955942
9100,-2.0377724
9200,-1.9497523
9300,-2.0178368
9400,-2.4831188
9500,-2.5895898
9600,-2.1583385
9700,-2.235694
9800,-2.0872812
9900,-2.0945997
10000,-2.016612
10100,-2.2155254
10200,-2.3125808
10300,-2.4733677
10400,-1.9944059
10500,-2.297585
10600,-2.2773054
10700,-2.3247895
10800,-2.1239316
10900,-2.1844926
11000,-2.1567538
11100,-2.7548144
11200,-2.319924
11300,-2.1201289
11400,-2.081355
11500,-2.6915443
11600,-2.694701
11700,-2.7640443
11800,-2.1674995
11900,-2.2626052
12000,-2.2948887
12100,-2.3570466
12200,-2.6206095
12300,-2.0977035
12400,-2.61616
12500,-2.4221275
12600,-2.4237783
12700,-2.072122
12800,-2.0662026
12900,-2.2715425
13000,-1.9635249
13100,-2.3656716
13200,-2.3931983
13300,-2.1613069
13400,-2.3525083
13500,-1.9938762
13600,-2.4875236
13700,-2.3767006
13800,-2.3221188
13900,-1.8011801
14000,-1.8108258
14100,-2.4126976
14200,-2.376214
14300,-2.0056045
14400,-1.9649647
14500,-1.9469718
14600,-2.0000052
14700,-2.3304331
14800,-1.9628253
14900,-1.8085803
15000,-2.414545
15100,-1.9349871
15200,-2.0067472
15300,-1.9833378
15400,-2.1142943
15500,-2.0604196
15600,-2.3785203
15700,-1.8936927
15800,-1.9839733
15900,-2.0294647
16000,-1.8237991
16100,-1.8241668
16200,-2.0492961
16300,-1.7911192
16400,-2.0294602
16500,-2.2728899
16600,-2.2835975
16700,-2.270849
16800,-2.2826698
16900,-1.9725102
17000,-1.9389633
17100,-2.297614
17200,-1.9639386
17300,-1.7843264
17400,-2.3864417
17500,-1.9756305
17600,-2.3196642
17700,-2.3403943
17800,-2.0469303
17900,-1.8200524
18000,-1.8275855
18100,-1.755529
18200,-1.7892178
18300,-1.890139
18400,-1.9530324
18500,-2.07649
18600,-2.06222
18700,-1.8350403
18800,-2.032721
18900,-1.7363181
19000,-2.2311203
19100,-1.9707226
19200,-2.019052
19300,-1.8966279
19400,-2.1022117
19500,-2.4556346
19600,-2.2297409
19700,-2.1484318
19800,-1.7548593
19900,-1.9391533
20000,-2.2491608
20100,-1.9758002
20200,-1.9986887
20300,-2.116077
20400,-1.9491616
20500,-2.0323324
20600,-2.2648678
20700,-2.0908682
20800,-2.1068325
20900,-2.28889
21000,-2.1697805
21100,-2.0330615
21200,-2.0143156
21300,-2.2047355
21400,-2.620162
21500,-2.1350548
21600,-2.6331973
21700,-2.1495724
21800,-1.880188
21900,-1.7616571
22000,-2.3182366
22100,-2.0475464
22200,-1.884554
22300,-1.7630839
22400,-2.1054344
22500,-1.8393255
22600,-2.1251163
22700,-1.7601585
22800,-2.326378
22900,-2.0230381
23000,-2.0238395
23100,-2.3284385
23200,-2.3293402
23300,-2.1160643
23400,-2.1780777
23500,-2.1100683
23600,-1.8586211
23700,-2.1538649
23800,-2.365785
23900,-2.171694
24000,-2.0079799
24100,-2.3739402
24200,-2.429982
24300,-2.5545564
24400,-2.8793676
24500,-2.915394
24600,-1.7529503
24700,-2.56671
24800,-1.7576512
24900,-2.6743157
25000,-2.6952457
25100,-2.6736646
25200,-2.0076394
25300,-2.6919625
25400,-1.7466756
25500,-2.7256746
25600,-2.3032942
25700,-2.6342754
25800,-2.3033586
25900,-1.8421693
26000,-1.7494704
26100,-2.753374
26200,-1.882085
26300,-2.5494893
26400,-3.254513
26500,-1.793524
26600,-2.3465068
26700,-2.719805
26800,-3.2740514
26900,-1.833806
27000,-2.7713702
27100,-2.7935321
27200,-2.8174634
27300,-2.8160944
27400,-2.8460326
27500,-2.79862
27600,-2.4064822
27700,-2.5784845
27800,-2.826787
27900,-1.8683766
28000,-1.7791051
28100,-2.8259537
28200,-2.7891967
28300,-2.777934
28400,-2.3880692
28500,-1.7567744
28600,-3.3078382
28700,-2.583062
28800,-2.8388484
28900,-2.4103782
29000,-1.9808643
29100,-1.7609743
29200,-2.5366452
29300,-1.9605004
29400,-1.9599266
29500,-2.8207717
29600,-2.839277
29700,-2.601481
29800,-2.5892081
29900,-3.3104792
30000,-2.7973783
30100,-2.386743
30200,-1.9572954
30300,-3.3334272
30400,-1.7609153
30500,-1.8313009
30600,-2.874707
30700,-2.4768875
30800,-3.3853433
30900,-2.4444573
31000,-3.336805
31100,-2.8862612
31200,-1.8421226
31300,-3.3573027
31400,-2.4651673
31500,-2.8998406
31600,-2.8755133
31700,-1.8360736
31800,-3.3556454
31900,-2.5831597
32000,-2.826315
32100,-2.835758
32200,-3.3546216
32300,-1.7686496
32400,-1.8163276
32500,-1.8143233
32600,-1.8099555
32700,-3.3642244
32800,-1.8163317
32900,-2.8459027
33000,-1.9449735
33100,-1.8617476
33200,-1.9486928
33300,-2.424512
33400,-1.9528941
33500,-3.327893
33600,-2.8477247
33700,-2.784742
33800,-1.9582705
33900,-1.8804685
34000,-1.985298
34100,-2.755212
34200,-1.8670169
34300,-3.2373579
34400,-1.8200072
34500,-1.875902
34600,-2.366444
34700,-2.5503302
34800,-2.740764
34900,-2.5258942
35000,-1.8707851
35100,-1.813439
35200,-2.7030473
35300,-1.9617267
35400,-2.6918175
35500,-2.6089225
35600,-2.6960874
35700,-2.6271522
35800,-2.5720878
35900,-2.4268296
36000,-1.8739885
36100,-2.4176672
36200,-1.8731148
36300,-2.287781
36400,-2.5739858
36500,-2.7056322
36600,-1.9650046
36700,-2.7999878
36800,-2.654641
36900,-3.2143133
37000,-1.8569103
37100,-2.8172262
37200,-1.8793782
37300,-2.7210102
37400,-1.8834003
37500,-2.7717507
37600,-1.7807357
37700,-2.797199
37800,-1.9595757
37900,-2.6241198
38000,-2.7075922
38100,-2.326044
38200,-2.778823
38300,-2.7988482
38400,-1.7781568
38500,-3.2714896
38600,-2.7988682
38700,-2.9414337
38800,-2.5704725
38900,-3.4212375
39000,-2.912789
39100,-1.9629588
39200,-2.38747
39300,-2.5327039
39400,-2.8616195
39500,-2.4415526
39600,-2.8933837
39700,-2.5888724
39800,-1.973618
39900,-2.8673382
40000,-2.948347
40100,-1.8993739
40200,-2.9248931
40300,-2.4926553
40400,-2.6014874
40500,-2.7556188
40600,-1.8835514
40700,-1.8974063
40800,-2.713669
40900,-3.0689094
41000,-3.1851227
41100,-1.8510754
41200,-3.1410153
41300,-3.5916624
41400,-1.8630874
41500,-1.8396755
41600,-2.7591686
41700,-3.1188798
41800,-2.5292597
41900,-3.003699
42000,-1.7839441
42100,-3.037859
42200,-2.8801856
42300,-1.928337
42400,-2.7707596
42500,-1.9829401
42600,-2.798788
42700,-2.4197862
42800,-1.9246728
42900,-1.8925982
43000,-1.7615066
43100,-2.7685502
43200,-1.7856836
43300,-2.4922988
43400,-1.9437865
43500,-1.7839084
43600,-1.7772435
43700,-2.50933
43800,-2.0039735
43900,-2.8374038
44000,-2.8398218
44100,-3.222181
44200,-1.8643394
44300,-1.9991884
44400,-2.738373
44500,-1.8163648
44600,-2.7710848
44700,-1.7807683
44800,-2.7269351
44900,-1.9923242
45000,-1.9994152
45100,-1.9332238
45200,-2.2806728
45300,-3.0970373
45400,-2.3008027
45500,-1.9237344
45600,-1.8042536
45700,-1.9229757
45800,-2.3229272
45900,-2.2753685
46000,-2.4615493
46100,-2.1103683
46200,-2.28487
46300,-2.1036425
46400,-2.3175771
46500,-3.1499963
46600,-2.4309921
46700,-2.2301698
46800,-2.629258
46900,-1.998892
47000,-2.5539355
47100,-2.3292327
47200,-1.7512265
47300,-1.9502372
47400,-2.6099267
47500,-2.4113646
47600,-2.6246073
47700,-1.8735307
47800,-2.2329996
47900,-1.8697084
48000,-2.4334538
48100,-1.7680116
48200,-2.6816514
48300,-2.641337
48400,-2.66146
48500,-1.7377768
48600,-2.593537
48700,-1.9593197
48800,-2.8280306
48900,-2.0368009
49000,-1.8528966
49100,-1.7853774
49200,-2.8212578
49300,-2.9281616
49400,-2.042042
49500,-2.4392846
49600,-2.6323984
49700,-2.6005332
49800,-2.7994387
49900,-1.984644
50000,-2.8256638
50100,-1.9564106
50200,-2.698022
50300,-2.484738
50400,-2.3956606
50500,-2.0347192
50600,-2.549084
50700,-2.6529968
50800,-1.9518862
50900,-1.947338
51000,-2.6858702
51100,-2.4027472
51200,-1.8630637
