timestep,average_reward
100,-4.87216
200,-7.6992064
300,-7.788868
400,-11.255411
500,-4.8467345
600,-9.970399
700,-6.690157
800,-7.9599714
900,-3.8083375
1000,-10.751051
1100,-3.7818923
1200,-3.948365
1300,-4.945139
1400,-10.117431
1500,-11.555883
1600,-7.8337126
1700,-7.4860864
1800,-6.650613
1900,-3.6368093
2000,-10.327424
2100,-4.327843
2200,-7.6836553
2300,-3.2725298
2400,-8.063375
2500,-4.1337676
2600,-8.116975
2700,-3.3544989
2800,-5.1021113
2900,-5.2870765
3000,-4.2080555
3100,-3.9935706
3200,-4.3077426
3300,-6.6721373
3400,-3.053139
3500,-9.564657
3600,-3.7766201
3700,-8.930884
3800,-5.8113594
3900,-4.850275
4000,-5.0705385
4100,-6.6692114
4200,-6.9777403
4300,-9.277451
4400,-3.8206224
4500,-4.305444
4600,-2.80878
4700,-4.7862825
4800,-7.4304185
4900,-8.104888
5000,-2.6449661
5100,-4.8292866
5200,-5.193999
5300,-4.236716
5400,-4.9668174
5500,-4.7794466
5600,-3.1045597
5700,-8.494896
5800,-3.941151
5900,-4.8083577
6000,-9.227759
6100,-6.680578
6200,-3.4018896
6300,-4.997359
6400,-3.6361763
6500,-3.7382708
6600,-5.8060737
6700,-2.4509747
6800,-4.71734
6900,-5.372204
7000,-3.4673736
7100,-3.6709795
7200,-3.2652683
7300,-3.5133066
7400,-3.4441671
7500,-3.57775
7600,-5.9987903
7700,-5.868848
7800,-4.6610136
7900,-2.598769
8000,-2.6348388
8100,-2.9136443
8200,-3.1245325
8300,-5.0335846
8400,-2.3881645
8500,-3.6251342
8600,-2.7333612
8700,-4.5962825
8800,-3.4792848
8900,-4.896562
9000,-5.1338887
9100,-3.0414786
9200,-3.0166907
9300,-2.8656232
9400,-2.6708941
9500,-4.022144
9600,-3.4501605
9700,-2.506994
9800,-4.547428
9900,-4.802291
10000,-3.7200189
10100,-4.2652526
10200,-4.3195786
10300,-3.9053323
10400,-2.2303596
10500,-2.3172424
10600,-2.8584793
10700,-3.4801397
10800,-2.848024
10900,-3.165065
11000,-3.7624552
11100,-3.438192
11200,-3.2981436
11300,-2.2360532
11400,-3.5891027
11500,-2.5154703
11600,-2.9874308
11700,-2.931491
11800,-2.5979307
11900,-3.2259097
12000,-4.088656
12100,-3.9472232
12200,-3.7044513
12300,-3.4830256
12400,-1.9590371
12500,-3.170331
12600,-4.084642
12700,-2.4408567
12800,-2.9934716
12900,-2.1734354
13000,-2.7704673
13100,-2.6129677
13200,-3.026752
13300,-3.9539847
13400,-2.211328
13500,-2.4044874
13600,-2.6940267
13700,-2.202856
13800,-2.8345466
13900,-2.4100568
14000,-3.7693896
14100,-2.6775317
14200,-2.8814573
14300,-2.692642
14400,-2.5752628
14500,-2.5662756
14600,-2.0561562
14700,-2.4191368
14800,-2.4086533
14900,-2.5943115
15000,-2.2650666
15100,-3.5915046
15200,-2.5438213
15300,-3.7673032
15400,-2.0668137
15500,-2.942592
15600,-3.0501432
15700,-2.5957127
15800,-2.6291232
15900,-2.6914966
16000,-3.1736166
16100,-3.2720368
16200,-2.9829276
16300,-2.5280995
16400,-2.6992114
16500,-2.6087275
16600,-2.7366016
16700,-2.3421624
16800,-2.0417092
16900,-2.2655396
17000,-2.984942
17100,-2.3577354
17200,-3.0544333
17300,-2.9656858
17400,-2.2821276
17500,-2.8649883
17600,-2.240035
17700,-2.455658
17800,-2.6472383
17900,-3.020958
18000,-2.4324765
18100,-2.7513332
18200,-2.4465127
18300,-2.593753
18400,-2.8342893
18500,-2.4509552
18600,-2.1218874
18700,-2.4944227
18800,-2.889051
18900,-2.0484133
19000,-2.4919593
19100,-2.8003297
19200,-2.1087642
19300,-2.0880723
19400,-2.0425203
19500,-2.573141
19600,-2.1847155
19700,-2.2621443
19800,-2.6966457
19900,-2.904715
20000,-2.5976272
20100,-2.5631604
20200,-2.3011973
20300,-2.075508
20400,-2.2056699
20500,-2.540131
20600,-2.7670062
20700,-2.4509504
20800,-2.893847
20900,-2.857705
21000,-2.7170074
21100,-2.328659
21200,-2.554926
21300,-2.2794824
21400,-2.1950486
21500,-2.2327416
21600,-2.5096262
21700,-2.1890943
21800,-2.4991133
21900,-2.2605562
22000,-2.4273882
22100,-2.1758738
22200,-2.1129012
